,title,MLS ID,transaction_type,home_type,level,first day on market,last day on market,sold_price,list_price,bedrooms,bathrooms,den,sqft,exposure,parking,locker,maintanance fee,description,link,address
29,199 Richmond St 608 | Apartment For Sale,C5127235,for sale,Residential Apartment,6,20210225,,,"610,000",1,1,0,500-599,S,None,Owned,410,"Amazing Bright And Spacious One Bedroom Condo In One Of The Nicest Areas Of Downtown. Steps To Shangrila Hotel. Steps From University Ave, Hotels, Sporting Venues &amp; U Of T. Very High Walk Score Of 99. Steps From Subway &amp; Streetcar. Amenities Include 24-Hour Security-Concierge, Fitness, Sauna, Rooftop Garden, Bbq Area, Games, Media And Party Rooms. Stacked Washer And Dryer. Modern Cabinetry With Built-In Appliances. Financial And Entertainment Districts Close By. Osgood Station 1 Minute Walk Away. Walk To Cn Tower, Rogers Center And Air Canada Center""",https://www.realmaster.com/en/toronto-on/199-richmond-st/608-waterfront-communities-c1-TRBC5127235?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=33,"608 199 Richmond St, Toronto, Ontario, M5V0H4"
30,15 Greenview Ave 308 | Apartment For Sale,C5126988,for sale,Residential Apartment,3,20210225,,,"599,888",1,1,1,600-699,W,OwnedB97,Owned,464.4,"Luxury Tridel Condo At Prime Location. Freshly Painted Unit With Upgraded Flooring. Separate Den W/ French Doors Can Be Used As 2nd Bedroom. Ss Kitchen W/ Granite Countertop. Walkout Terrace That Leads To Beautiful Courtyard &amp; Bbq Area. Wider Parking Spot (P2-#97) For Easy Parking. Excellent Amenities: Indoor Pool, Sauna, Gym, Rec Room, Guest Suites &amp; More. Steps To Finch Subway Station, Ttc, Shops And Restaurants Existing Fridge, Stove, Washer, Dryer, B/I Dishwasher, Microwave Oven, All Window Coverings &amp; Elfs, Parking &amp; Locker""",https://www.realmaster.com/en/toronto-on/15-greenview-ave/308-newtonbrook-west-TRBC5126988?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=33,"308 15 Greenview Ave, Toronto, Ontario, M2M 4M7"
31,200 Sackville St 901 | Apartment For Sale,C5126823,for sale,Residential Apartment,9,20210224,,,"499,000",1,1,1,600-699,E,None,Owned,346.37,"Welcome To The Bartholomew! Boutique Condo Lifestyle, 1+Den With Locker, High-End Kitchen, Quartz Counter Tops And Stainless Steel Appliances, Great Sized. Living Area And Separate Spacious Functional Den. Steps To Dundas Streetcar, Regent Park Rec Centre, And Everything This Vibrant, Revitalized Neighbourhood Has To Offer! Ensuite Laundry. Great Building Amenities (Party Room, Gym, Roof Deck With Bbq's, Visitor Parking). Stainless Steel Appliances. Verticals Installed.""",https://www.realmaster.com/en/toronto-on/200-sackville-st/901-regent-park-TRBC5126823?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=33,"901 200 Sackville St, Toronto, Ontario, M5A0B9"
32,120 Bayview Ave N721 | Apartment For Sale,C5126487,for sale,Residential Apartment,7,20210224,,,"618,800",1,1,1,600-699,Sw,None,Owned,513.07,"Functional  1+1 Bed &amp; 1 Bath In Canary Park. Enjoy Stunning Sunsets &amp; Unobstructed City Views With Floor To Ceiling Windows &amp; Large West-Facing Balcony. Work From Home In The Spacious Den| Walk-In Closet. Large Foyer. Full Sized Laundry. Maintenance Fee Includes Internet. Great Amenities Include Rooftop Pool. Steps To Multiple Streetcars, Parkland &amp; Trail Systems, Restaurants &amp; More! All Light Fixtures, Fridge, Stove, Hood, B/I Dishwasher, B/I Microwave, 1 Locker""",https://www.realmaster.com/en/toronto-on/120-bayview-ave/n721-waterfront-communities-c8-TRBC5126487?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=33,"N721 120 Bayview Ave, Toronto, Ontario, M5A3R7"
33,49 East Liberty Street | Condo Apt For Sale,,for sale,Residential Condo Apt,27,20210219,,,"689,000",2,2,0,500-699,,,,,"Liberty village 两房公寓楼花转让， 近go train station ,  向北步行10分钟到 Trinity Bellwoods park （多伦多市中心最大公园） ,向南步行10分钟到安大略湖畔，旁边Metro 超市，  室内666 尺+ 43 尺阳台，27楼东北角朝向 。价钱包一个车位。 2021年5月交钥匙""",https://www.realmaster.com/en/toronto-on/49-east-liberty-street/RM1-38189?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=2,"49 East Liberty Street, Toronto, Ontario, M6K 0A7"
34,200 Lawrence Ave W | House For Sale,C5122138,for sale,Residential House,,20210220,,,"1,399,000",2,2,2,,N,,,,"Rare Opportunity!!! Detached Lawrence Park Bungalow! Walk To Subway, All Amenities &amp; Pusateri's!!! Across From Lawrence Park Collegiate. Top Rated School Zone, Minutes To Hwy 401, Hospital, Public Transit. Live Or Build! Great Opportunity To Build 4 Bedroom Dream Home! Huge Potential!!! Steel Stove And Fridge, Dish Washer, Washer And Dryer. All Elf's And Window Covering.""",https://www.realmaster.com/en/toronto-on/200-lawrence-ave-w/lawrence-park-north-TRBC5122138?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=2,"200 Lawrence Ave W, Toronto, Ontario, M5M1A8"
35,30 Evansville Rd | House For Sale,E5127004,for sale,Residential House,,20210224,,,"699,000",3,3,2,,W,,,,"Semi-Detached/Bungalow-Raised Sunfilled House Located In High-Demand Neighbourhood In Scarborough. Bsmt W/ Seperate Entrance. 3 Drive Park Spaces By Front Door. Upgraded Hwt, Furnance And Cac By 2016. Super Convenient Location!! Minutes To Ttc, Supermarket, Shopping Mall, Banks And Schools. Short Cut Street To Midland Behind House! Must See!  Extra High Income From Tenant. Fridge, Stove, Dishwasher, Washer/Dryer, All Window Coverings, Light Fixture.""",https://www.realmaster.com/en/toronto-on/30-evansville-rd/agincourt-north-TRBE5127004?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=2,"30 Evansville Rd, Toronto, Ontario, M1V1L5"
36,1 Belsize Dr 703 | Apartment For Sale,C5130126,for sale,Residential Apartment,7,20210226,,,"849,000",2,2,0,700-799,E,None,Owned,394.23,"Bright, Sun Filled Unit With Breathtaking East Views, 2 Bedroom, 2 Bathroom Suite In Mattamy Homes Newly Built Boutique Building.  Great Amenities, Including 24 H Concierge, Well Equipped Gym, Party Room, Dog Washing Area, Guest Suites And Party Room With Outdoor Terrace. Close To Ttc, Restaurants, Parks And Shopping!. S/S Fridge, Cooktop, Oven,  B/I Dishwasher, Microwave, Washer, Dryer, New Murphy Bed. All Elfs.""",https://www.realmaster.com/en/toronto-on/1-belsize-dr/703-mount-pleasant-west-TRBC5130126?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=2,"703 1 Belsize Dr, Toronto, Ontario, M4S0B9"
37,170 Fort York Blvd 213 | Apartment For Sale,C5130111,for sale,Residential Apartment,2,20210226,,,"629,000",1,1,1,600-699,W,Owned,Owned,650,"Live In The Heart Of The City At Fort York. Spacious 1 Bedroom Plus Den West Facing Unit. 9 Ft Smooth Ceilings. Kitchen Flows Nicely To Living Area. Kitchen Features Granite Counters With Full Size S/S Appliances. Den Has A Door, Ceiling Light &amp; Closet- Doubles As A Second Bedroom Or Private Home Office. Sizable Washer &amp; Dryer To Do Larger Loads. Unit Comes With Parking &amp; Locker. Steps To Grocery Stores, Ttc, Waterfront, Parks, Gardiner And Restaurants. All Existing Lighting Fixtures, S/S Fridge, Stove, Dishwasher, B/I Microwave &amp; Hood, Stacked Washer &amp; Dryer. Existing Window Coverings.""",https://www.realmaster.com/en/toronto-on/170-fort-york-blvd/213-waterfront-communities-c1-TRBC5130111?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=2,"213 170 Fort York Blvd, Toronto, Ontario, M5V0E6"
38,38c Shank St | Townhouse For Sale,C5129793,for sale,Residential Townhouse,2,20210226,,,"899,000",2,3,0,1200-1399,NS,Owned49,None,748.87,"Enjoy The Ease Of City Living With This Spacious 2-Storey Home! Footsteps To King W And Queen W, 38C Shank Delivers The Best Of Both Worlds - Downtown Access On A Quiet, Tree-Lined Street. This Gem Boasts Over 100K In Upgrades, New Laminate Flooring, Stairs &amp; Banister. Smooth Ceilings &amp; Crown Moulding T/O Main. Modern Kitchen W/ Contemporary Finishes, Renovated Bathrms W/ New Light Fixtures, Vanity, Flooring &amp; Toilets! Mins To All Amenities. Move In Ready! Electrical Light Fixtures, Existing Window Coverings, S/S Appliances, Washer &amp; Dryer, Murphy Bed. New Hot Water Tank(2017), New Hvac(2017). Excluding Light Fixture In Dining &amp; Schlage Smart Lock On Entrance Door.""",https://www.realmaster.com/en/toronto-on/38c-shank-st/niagara-TRBC5129793?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=2,"38c Shank St, Toronto, Ontario, M6J3T9"
39,4200 Bathurst St 702 | Apartment For Sale,C5122547,for sale,Residential Apartment,7,20210220,,,"564,800",1,2,1,700-799,S,Owned,Owned,619.67,"High Demand Boutique Building In The Heart Of North York. Directly Across The Street From Earl Bales Park, Ttc Bus At Your Door Either To Sheppard Or Wilson Subway. Near Places Of Worship, Parks, Private Elementary &amp; Secondary Schools. Hardwood Flooring Throughout. 2 Walk Out Balconies With Clear Views Facing Se. Over 800 Sq Ft Including 50 Sq Ft Balcony. One Level Below Penthouse Fridge, Stove, B/I Microwave, Washer, Dryer, Electrical Light Fixtures, Window Coverings, Parking Spot, Locker""",https://www.realmaster.com/en/toronto-on/4200-bathurst-st/702-clanton-park-TRBC5122547?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=2,"702 4200 Bathurst St, Toronto, Ontario, M3H 6C7"
40,199 Richmond St W 2602 | Apartment For Sale,C5118901,for sale,Residential Apartment,25,20210218,,,"889,000",2,2,1,800-899,NE,Owned21,Owned,755.42,"Studio-On-Richmond Right At Heart Of Downtown Financial/Entertainment Districts * Contemporary Finishes * Corner Unit W/Flr To Ceiling Windows * Open Concept Great Rm Filled W/Natural Sunlight * Amazing City View * Overlooking Nathan Phillips Sq City Hall * Twin Balcny Off Great Rm &amp; Mbr * Walk Score 99 Transit Score 100 * Steps To Subway, Entertainments, Universities, Hospitals, Banks, Offices, Art Galleries, Theatres, Osgoode Hall, Clubs, Fine Dining, Store State Of The Art Amenities: 24 Hr Concierge, Party/Mtg Rm, Gym, Yoga Lounge, Billiards, Roof Top Terr + Bbq &amp; Hot Tub. Integrated Miele Kitchen (Fridge, Cooktop, Oven, Range Hood, D/W), Washer/Dryer, All Elf's, W/Coverings.""",https://www.realmaster.com/en/toronto-on/199-richmond-st-w/2602-waterfront-communities-c1-TRBC5118901?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=2,"2602 199 Richmond St W, Toronto, Ontario, M5V0H4"
41,120 Bayview Ave N104 | Apartment For Sale,C5088991,for sale,Residential Apartment,1,20210119,,,"819,900",2,2,0,1000-1199,E,Owned27,Owned,746.31,"Wow Over 1000 Sqft 2Br+ Small Office, 2 Full Wr, 16' High Ceiling Unit With Modern Finishes. Pristine Condition In New Building. Ground Floor Access (No Wait For Elevators). Enjoy The Fabulous Building Amenities Including Roof Top Swimming Pool.  Viewings Only On Tuesday And Fridays - No Exception Please. Existing B/I Ss Kitchen Appliances, Laundry Washer/Dryer, Window Coverings, Electric Light Fixtures And 1 Parking""",https://www.realmaster.com/en/toronto-on/120-bayview-ave/n104-waterfront-communities-c8-TRBC5088991?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=2,"N104 120 Bayview Ave, Toronto, Ontario, M5A3R7"
42,53 Barrhead Cres | House For Sale,W5130120,for sale,Residential House,,20210226,,,"799,900",3,2,1,,W,,,,"Striking Must-See Immaculate 1 And 1/2 Storey Home On Quiet, Family-Friendly Crescent. Large Yard Showcases A Roofed Deck, Perfect For Entertaining. This Beautiful Home Features Engineered Wood Floors, Limestone Tile Main Bathroom With Whirlpool Bath, Upgraded Plumbing With 3/4 Pipe, Finished Basement With Pot Lights And Stunning Gas Fireplace. Exterior Showcases New Interlock Front Pathway(2020), Updated Garage(2020), Shed In Back(2019) And Stucco(2010). Energy Efficient Home With 71 Energuide Rating(2010). Hwt Rental. All Elfs, All Kitchen Appliances, Washer + Dryer, Gas Fireplace, Kitchen Tv. Buyer To Verify Measurements &amp; Taxes. Follow Covid 19 Precautions.""",https://www.realmaster.com/en/toronto-on/53-barrhead-cres/rexdale-kipling-TRBW5130120?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=2,"53 Barrhead Cres, Toronto, Ontario, M9W3Z8"
43,546 Meadowvale Rd | House For Sale,E5130112,for sale,Residential House,,20210226,,,"1,099,000",4,3,2,,W,,,,"A Fabulous Spacious And Total Renovated Home With Charm And Character On A Premium 72 X 215 Feet Lot. Recently Upgraded, Spent Over 200K For Upgrades. Fully Upgraded Finished Basement With Separate Entrance. Live In A Dream Home. Amazing Backyard, Ideal For Summer Entertaining! Enjoy Country Living In The City! Large Lot Fronting On Meadowvale Road. Great Location, Close To Hwy 401, School, And Minutes Away From U Of T Campus. Don't Miss This, Wont Last Long Modern Built In Ss Microwave, Oven And Stove,Ss Fridge And Dishwasher,Washer/Dryer Range Hood. Basement Fridge, Stove, Washer/Dryer.All Window Coverings.""",https://www.realmaster.com/en/toronto-on/546-meadowvale-rd/highland-creek-TRBE5130112?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=2,"546 Meadowvale Rd, Toronto, Ontario, M1C1S8"
44,185 Roehampton Ave 3106 | Apartment For Sale,C5130086,for sale,Residential Apartment,31,20210226,,,"599,000",1,1,1,700-799,E,Owned42,Owned,471.09,"Get The Opportunity To Live In This Amazing New Building Located Right At The Intersection Of Yonge &amp; Eglinton. Apart From Being A 10 Min Walk To The Ttc Subway And Having Ttc Buses Literally On Your Doorstep, This Ultra Luxurious Building Has Many Amazing Features. The Resident Living Here Can Enjoy A Breathtaking View Of The City Right From Their Balcony As The Condo Is Located On The Higher Floors Right Nxt To Elevator. The Building Has A 24Hr Conceirge Inc. Dishwasher, Fridge, Stove, Oven, Washer, Dryer.""",https://www.realmaster.com/en/toronto-on/185-roehampton-ave/3106-mount-pleasant-east-TRBC5130086?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=2,"3106 185 Roehampton Ave, Toronto, Ontario, M4P 0C6"
45,189 Hallmark Ave | House For Sale,W5130084,for sale,Residential House,,20210226,,,"1,199,000",4,4,1,1500-2000,E,,,,"Located Within The Fabulous Community Of Alderwood, In An Upscale Neighborhood. A Beautifully Renovated House.   Inviting Curb Appeal &amp; Long Private Drive For 4 Car Parking. Bright Living &amp; Dining Room With Hardwood Floors. Upgraded Eat-In Kitchen. Freshly Painted &amp; Move-In Ready. Sep Entrance To A Full Basement Apartment. Close To School, Shopping Ttc, All Major Highways And Downtown. Includes: S/S Ridge, Stove, Hoodfan, Dishwasher,Microwave. Second Fridge, Freezer And Stove In The Second Kitchen. New Washer &amp; Dryer. Elf, Window Coverings,  A/C &amp; Furnace. Custom Walk In Closet In Master.""",https://www.realmaster.com/en/toronto-on/189-hallmark-ave/alderwood-TRBW5130084?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=2,"189 Hallmark Ave, Toronto, Ontario, M8W4L1"
46,1039 Weston Rd | Townhouse For Sale,W5128767,for sale,Residential Townhouse,,20210226,,,"699,999",3,3,0,,E,,,,"Well Maintained Townhouse With Three Units &amp; An Oversized Concrete Block Garage, Only Unit On Weston Road With A Garage. House Was Fully Renovated In 2014, With All New Electrical Wiring &amp; Breaker Panel, All New Plumbing, All New Windows, Skylight, New High Efficiency Furnace, New High Efficiency Hot Water Tank, 2nd Floor Balcony And Main Floor Deck, Spindles And Railings In 2020. Roof Was Replaced In 2015 And All Internal Fire Doors Upgraded In 2019. Great Investment Opportunity In A Fast Growing Neighborhood. Steps From New Eglington Lrt Line, Ttc, Library, Highway, Schools &amp; Restaurants. Property Includes, 3 Fridge, 2 Stove, All Exist Light Fix, Hot Water Tank And Garage.""",https://www.realmaster.com/en/toronto-on/1039-weston-rd/mount-dennis-TRBW5128767?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=2,"1039 Weston Rd, Toronto, Ontario, M6N 3R9"
47,22 Eighth St | House For Sale,W5126567,for sale,Residential House,,20210224,,,"1,099,000",3,2,0,,W,,,,"Pretty Detached Brick 2 Storey, Well-Loved &amp; Cared For 3 Bedrm Family Home. Tree-Lined Boulevard In Coveted Lakeside Community.  Steps To Parks/Lake, Walk To Trendy Stores/Cafes, Excellent Public Transit, Easy Access To Downtown/Airport. Walk Out From Dining Rm &amp; Kitchen To Large Private Deck &amp; Large West Facing Sunny Yard With Storage Shed Yard. Finished Basement For Home Office/Gym. So Close To The Lake You Can Sometimes Hear Waves &amp; Wildlife Often Seen. Fridge, Stove, Dishwasher, Washer, Dryer, Electric Light Fixtures, Metal Storage Shed In Rear Yard, Floor Plans, Pre-List Home Inspection, Wood Burning Fireplace""",https://www.realmaster.com/en/toronto-on/22-eighth-st/new-toronto-TRBW5126567?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=2,"22 Eighth St, Toronto, Ontario, M8V3C3"
48,471 Clendenan Ave | House For Sale,W5125908,for sale,Residential House,,20210223,,,"999,000",5,3,0,,E,,,,"Currently Used As A Triplex. This Property In The Junction Is Perfect For Investors And Renovators Alike. Redesign This Home Into Whatever You Wish, Modernize It Or Keep Its Toronto Charm. You Can Keep It As A Triplex Or Think About Converting It Back Into A Single Family Residential Unit. So Many Ideas Live In These Walls. Just Steps To Dundas And All The Junction Has To Offer. Restaurants, Trendy Cafes And Local Shopping Are Minutes Away. Accessible Transport And Reachable Amenities Make This A Coveted Location. Subject To Pedestrian Right Of Way On The North Side. Property Being Sold As-Is. Vacant Possession Will Be Provided.""",https://www.realmaster.com/en/toronto-on/471-clendenan-ave/junction-area-TRBW5125908?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=2,"471 Clendenan Ave, Toronto, Ontario, M6P2X7"
