,title,MLS ID,transaction_type,home_type,level,first day on market,last day on market,sold_price,list_price,bedrooms,bathrooms,den,sqft,exposure,parking,locker,maintanance fee,description,link,address
0,18 Brookfield Rd | House For Sale,C5074734,for sale,Residential House,,20210104,,,"6,280,000",5,7,1,5000+,N,,,,"*Hoggs Hollow Hidden Jewel**Truly Elegant*56X295Ft Ravine Lot W/Lg Table Land*Spectacular/Luxurious 4558Sf(1st/2nd)+Apx 2400Sf Of Bsmt*Completely Redone W/World Class Materials&amp;Designer Deco*Impeccable Craftsmanship W/Superb Flr Plan*Exquisite Millwork/Built-In Shelves/Panelling/C-Speakers*H-Ceiling At All Lvls*Breathtaking Million Dollars Muskoka Cottage Setting Bkyd/Tranquil-Priv/Treed W/Heated Swimming Pool/Stone Deck/Built In Bbq*Allows All Season Parties *Paneled Refrigerator,Gas Stove,Paneled B/I Dishwasher,Range Hood,F/L Washer/Dryer,Gas Fireplaces,Cvac,B/I Outdr Bbq W/Stone Patio,Designer Quality Swimming Pool,Halogen Lits,Hardwood Floor,Panelled Lib-Shelves,Inclusions/Exclusions(Sch D)""",https://www.realmaster.com/en/toronto-on/18-brookfield-rd/bridle-path-sunnybrook-york-mills-TRBC5074734?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=15,"18 Brookfield Rd, Toronto, Ontario, M2P1A9"
1839,4196 Dundas St W 601 | Apartment For Sale,W4981499,for sale,Residential Apartment,6,20201106,,,"525,000",1,1,0,500-599,Sw,Owned80,Owned,397.79,"Welcome To The Wonderful Prince Edward Condos. Beautiful Kingsgarden Penthouse Unit (558 Sq.Ft.+36 Sq.Ft. Balcony),1 Bdrm,1 Bth Unit In Fantastic Boutique Bldg. Practical Layout W/Open Concept Liv/Din/Kit. Large Master,4Pc Bath,Spacious Open Terr. W/Sw Views. Comes Complete W/1 Undgr Prk Spot &amp; 1 Storage Locker. Bldg Has Great Amenities &amp; Backs Onto Wooded Area &amp; Humber River. Steps To All Major Amenities. Perfect For Investor/First Time Buyer/Empty Nesters All Window Coverings/Blinds, All Elf's, All Appliances (S/S Stove, S/S Fridge, S/S Built-In Dw/Microwave), Ensuite Laundry (Washer/Dryer), Hvac Unit. 1 Parking/1 Locker. Bldg Amenities Include: Gym, Party/Meeting Room &amp; Visitor Parking""",https://www.realmaster.com/en/toronto-on/4196-dundas-st-w/601-edenbridge-humber-valley-TRBW4981499?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=108,"601 4196 Dundas St W, Toronto, Ontario, M8X 1Y6"
1840,50 Ann O'reilly Rd 509 | Apartment For Sale,C5065308,for sale,Residential Apartment,5,20201215,,,"559,000",1,2,1,600-699,W,Owned,Owned,510.97,"High Demand Location, 404/Sheppard, Luxury Tridel Condo, Two Years Old Building. Public Transit In Front Of Building, Mins To Fairview Shopping Mall And Grocery Store. Modern Design Lobby, Party Rooms And All Facilities. West View. One Parking + One Locker.  1 Bedroom Plus Den With 2 Baths- Updated With Laminate Floors Throughout, Quartz Countertop And Undermount Sink, Smooth Ceilings, Full Size Washer And Dryer, And Stainless Steel Appliances, Ss Fridge, Ss Stove, Ss Dishwasher , Washer &amp; Dryer, Glass Cook-Top""",https://www.realmaster.com/en/toronto-on/50-ann-oreilly-rd/509-henry-farm-TRBC5065308?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=108,"509 50 Ann O'reilly Rd, Toronto, Ontario, M2J 0C9"
1841,106 Frontenac Ave | House For Sale,C5064596,for sale,Residential House,,20201214,,,"3,300,000",4,6,1,3500-5000,N,,,,"A Nearly New Stunning Custom Built Home In One Of The True Gem In Bedford Park. Over 5600 Sqft Of Total Living Space. Enjoy The Architectural Elegance In Design &amp; Entertain In Style. Family Rm W/ Open Concept To Gorgeous Kitchen W/ Striking Quartz Island, Sunny Breakfast Area. Top Of The Line Appliances. Solid Maple Entrance Door. Oak Paneled Office.. Spacious Master W/ Luxurious Spa-Like Ensuite. Heated Flr Media Rm, Gym &amp; Steam Bath. See Virtual Tour!! Thermado Appliances: Gas Cooktop, Dishwasher, B/I Microwave &amp; Oven, Fridge, Washer &amp; Dryer. Camera Surveillance Around, Alarm System (R), Boiler (R), Hwt (Owned). Due To Covid-19, Everyone Must Wear Mask &amp; Glove To Enter The Property.""",https://www.realmaster.com/en/toronto-on/106-frontenac-ave/bedford-park-nortown-TRBC5064596?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=108,"106 Frontenac Ave, Toronto, Ontario, M5N1Z9"
1842,83 Borough Dr 2903 | Apartment For Sale,E5065234,for sale,Residential Apartment,29,20201215,,,"530,000",1,1,1,700-799,W,Owned49,Owned,435.87,"Luxurious Tridel 360 With Walking Distance To Scarborough Town Centre. Over 700 Sq. Ft. Bright Sun Filled Rooms. Move In Condition. Original Owners, Shows Pride Of Ownership. Functional Layout, Modern Open Concept Kitchen With Granite Countertops &amp; Upgraded Appliances. Laminate Throughout. Excellent Management. 24Hr Concierge. Great Amenities. Mins To 401. Flat Top Stove,Microwave,Dishwasher,Fridge,Washer,Dryer.All Elf's,Window Coverings.1 Parking &amp; 1 Locker,Indoor Pool,Sauna, Exercise Room,Billiards,Party Room,Virtual Golf&amp;Guest Suites. Close To Shopping,Restaurants,Ttc,Rt,Go Buses&amp; Hwy 401.""",https://www.realmaster.com/en/toronto-on/83-borough-dr/2903-bendale-TRBE5065234?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=108,"2903 83 Borough Dr, Toronto, Ontario, M1P5E4"
1843,38 Elm St 407 | Apartment For Sale,C4943494,for sale,Residential Apartment,4,20201006,,,"599,000",1,1,0,700-799,E,None,Owned,723.07,"Located In The Luxurious Minto Plaza, This Bright And Spacious 1 Bedroom Unit Is Over 700 Square Feet.  Featuring Hardwood Floors, A Huge Master Bedroom With Double Closet, Large Living / Dining Area Perfect For Entertaining / Home Office Plus An In-Suite Laundry Room With Tons Of Storage Space. In The Heart Of Downtown With Easy Access To The Ttc &amp; Walking Distance To The Eaton Centre, Yonge/Dundas Square, Ryerson &amp; U Of T. This Unit Has It All! Fridge, Stove, Microwave, Dishwasher, Washer/Dryer. Fees Include All Utilities. Locker Included. Washer / Dryer In Bedroom Photo Has Been Removed From The Unit.  Tenant Leaving Oct 31st.""",https://www.realmaster.com/en/toronto-on/38-elm-st/407-bay-street-corridor-TRBC4943494?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=108,"407 38 Elm St, Toronto, Ontario, M5G2K5"
1844,15 Stafford St 312 | Apartment For Sale,C5062267,for sale,Residential Apartment,3,20201205,,,"638,800",1,1,0,600-699,W,Owned,Owned,411.82,"In The Heart Of Liberty &amp; King West Village. A Breathtaking 654 Sq Ft 1 Bedroom Unit Wiht Spacious Main Living Area &amp; Private Balcony. Exclusive Building On A Quiet Street Backing Onto Stanley Park, Boasting S/S Appliances, Granite Counters. Just Steps To Ttc, Parks, Shops, 24 Hr 'Metro &amp; Trendy King West Restaurants &amp; Bistros. Walk To King Streetcars, Shops &amp; Restaurants Nearby. Minutes To Trinity Bellwoods Park! Condo Fee $411.82 S/S Fridge, S/S Stove, B/I Dishwasher, Microwave, Washer/Dryer. All Window Coverings &amp; Elfs. One Underground Parking And One Locker  **Interboard Listing: Hamilton - Burlington R. E. Association**""",https://www.realmaster.com/en/toronto-on/15-stafford-st/312-niagara-TRBC5062267?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=108,"312 15 Stafford St, Toronto, Ontario, M5V3X6"
1845,151 Avenue Rd 608 | Apartment For Sale,C5066044,for sale,Residential Apartment,6,20201216,,,"1,499,000",2,2,0,800-899,Sw,Owned,None,798.64,"Brand New Luxurious Yorkville Boutique Condo. Be The First To Live In This Bright And Spacious 2 Bedroom 2 Bathroom Corner Unit With Sw Views. Open Concept Layout With Modern Kitchen. Master Walk-In Closet With Built-In Organizers. Steps To Yorkville Cafes, Restaurants, And Boutiques. 9 Foot Ceilings, Ample Closet Space/Storage, Hardwood Floors Throughout, Integrated Kitchen Appliances, Stacked Washer/Dryer, Parking Included""",https://www.realmaster.com/en/toronto-on/151-avenue-rd/608-annex-TRBC5066044?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=108,"608 151 Avenue Rd, Toronto, Ontario, M5R2H7"
1846,151 Avenue Rd 510 | Apartment For Sale,C5066043,for sale,Residential Apartment,5,20201216,,,"1,249,000",1,1,1,700-799,W,Owned,None,711.12,"Brand New Luxurious Yorkville Boutique Condo. Be The First To Live In This Bright And Spacious 1 Bedroom Plus Den Unit With Unobstructed West Views. Open Concept Layout With Modern Kitchen. Large Den Can Be Used As An Office Or Dining Area. Steps To Yorkville Cafes, Restaurants, And Boutiques. 9 Foot Ceilings, Open Concept With No Wasted Space, Hardwood Floors Throughout, Integrated Kitchen Appliances, Stacked Washer/Dryer, Parking Included""",https://www.realmaster.com/en/toronto-on/151-avenue-rd/510-annex-TRBC5066043?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=108,"510 151 Avenue Rd, Toronto, Ontario, M5R2H7"
1847,47 Tineta Cres | House For Sale,E5098699,for sale,Residential House,,20210130,,,"699,000",3,3,1,,S,,,,"Bright Open Concept 3 Bedroom W/ Finished Walkout Basement W/ Separate Entrance, That Can Easily Be Converted Into An Basement Apartment. Rarely 200 Feet Deep Lot With Private Yard &amp; 14.5' X 8' Deck. A Quiet Neighborhood Area Conveniently Located Near Schools, Scarborough Town Centre Mall, Public Transit And Hwy 401. Must See! Appliances:  Fridge,  Stove, Range Hood, Washer &amp; Dryer, Elfs. Garage Door Opener, Hwt (Rental)""",https://www.realmaster.com/en/toronto-on/47-tineta-cres/agincourt-south-malvern-west-TRBE5098699?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=68,"47 Tineta Cres, Toronto, Ontario, M1S2Y5"
1848,5 Northtown Way | Condo Apt For Sale,,for sale,Residential Condo Apt,3,20210116,,,"679,900",2,2,0,800-899,W,,,598,"Great Investment Property!!!! Luxury Tridel Condo with Functional Lay Out: 2 Bedrooms, 2 Bathrooms, *2 PARKING side by side &amp;1 locker*   Address: #305 - 5 Northtown Way, North York. Direct Access To 24 Hrs Metro, Retail Stores, Tons of Restaurants, Café and restaurants on Street Level, Short walking distance To Finch Subway, Viva, Go Bus, Parks, Community Centre.  Great Recreational Facilities: Tennis Courts, Virtual Golf, Ping Pong, Billiard, Game Room, Gym, Indoor Poor, Library, Party Room, Guest Room, Rooftop Garden, Sauna, Jogging Track and BBQ Area. LOW Maintenance Includes ALL Utilities: Heat, Hydro, CAC, Water. Lots of Visitor Parking.  Property is vacant, welcome to book showings anytime.  Please contact Anzi 647 505 5591 for more info. Thank you for your interest.  ***投资物业的首选*** - 豪华Tridel公寓：2卧室，2浴室，2个并排停车位!!!! 和1个储物室。公寓直通24小时营业超市，零售店，众多餐厅，街边咖啡馆，短途步行路程到地铁站， 巴士站，公园，社区中心。公寓设有 大型娱乐设施：网球场，虚拟高尔夫，乒乓球，台球，游戏室，健身房，室内游泳池，图书馆，宴会厅，宾客室，屋顶花园，桑拿浴室，慢跑跑道和烧烤区。 低管理费(管理费包括冷暖气和水电!!!!!!) 大量访客停车场。 单位空置， 欢迎随时看房。""",https://www.realmaster.com/en/toronto-on/5-northtown-way/RM1-36880?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=68,"5 Northtown Way, Toronto, Ontario, M2N7A1"
1849,225 Sumach St | Condo Apt For Sale,,for sale,Residential Condo Apt,16,20210118,,,"729,000",2,2,0,800-899,SE,,,,"💥💥💥抄底捡漏💥💥💥 DuEast精品楼盘，现已交房，Corner户型，两面采光，近市中心大学校区， Dundas Square, 楼下有足球场，游泳馆，各种商铺，餐馆，绝对让你领略东区的全新现代完善社区。 2房，2卫，朝东南， 855平方尺+150平方尺阳台，15层以上，挥泪降价，只要$729,000，捡漏拼手快，速联！可以安排看房， 绝对是购买转楼花的最佳阶段。""",https://www.realmaster.com/en/toronto-on/225-sumach-st/RM1-36931?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=68,"225 Sumach St, Toronto, Ontario, M5A3K3"
1850,6 Sonic Way N1101 | Apartment For Sale,C5085726,for sale,Residential Apartment,11,20210115,,,"579,000",1,2,1,600-699,W,OwnedA36,Owned,489.52,"Prime Locations!! Brand New Super Sonic Condos Featuring Future Eglinton Crosstown Lrt At Your Door. One Of The Most Demanded Areas In Toronto! Unobstructed View. Floor To Ceiling Windows, Laminate Floors Throughout, Quartz Counter-Tops, S/S Appliances. Minutes To Highway, Light Rail, Ttc, Science Centre, Sunnybrook, Edward Garden Supermarket And Lots Of Restaurants W/ Different Flavours.Many Parks Trails Near By. Luxurious Amenities And So Many More! Brand New (Never Been Used) S/S Fridge, Stove, Dishwasher, Microwave, Quartz Counter, Stacked Washer And Dryer. All Elf's""",https://www.realmaster.com/en/toronto-on/6-sonic-way/n1101-flemingdon-park-TRBC5085726?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=68,"N1101 6 Sonic Way, Toronto, Ontario, M3C 0P1"
1851,105 Hickorynut Dr | House For Sale,C5096492,for sale,Residential House,,20210128,,,"888,000",3,2,0,,E,,,,"Located In The Heart Of Pleasant View, Sitting On A Quiet Street, Mins To Highway 404, 401, Cherokee Public School, Our Lady Of Mount Carmel, St. Gerald Catholic School, Seneca, Fairview Mall, Shawnee Park,  Don Mills Subway, Ttc, Stores, Shopping Malls, All You Can List. Spacious And Fully Functional Layout. Living Room With Large Window And Look Out To The Front Yard. Walk Out To Patio, Walk-Out Basement W Separate Entrance, Decent Potential Rental Income! Appliances, Elfs, Window Coverings. Freezer In Basement Storage.""",https://www.realmaster.com/en/toronto-on/105-hickorynut-dr/pleasant-view-TRBC5096492?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=68,"105 Hickorynut Dr, Toronto, Ontario, M2J4W6"
1852,11 Brunel Crt 5109 | Apartment For Sale,C5078773,for sale,Residential Apartment,45,20210108,,,"499,900",1,1,0,0-499,Se,NoneNone,None,309.53,"Central Downtown 1 Bedroom Concord City Place Condo. Excellent Location W/ Best Amenities. Close To Public Transportation, Rogers Centre, Cn Tower, Union Station, Financial District, Sobey's Supermarket, 8-Acre City Park &amp; Short Walk To Lakeshore. 19,000 Sq Ft Of Amenities Incl. Skygarden, Spa, Indoor Pool, Fitness Clubs, Billiards, Theatre, Party Room, Bbq &amp; Much More Fridge, Stove, B/I Dishwasher, B/I Microwave, All Light Fixtures, Window Coverings.""",https://www.realmaster.com/en/toronto-on/11-brunel-crt/5109-waterfront-communities-c1-TRBC5078773?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=68,"5109 11 Brunel Crt, Toronto, Ontario, M5V3Y3"
1853,955 Bay St W 617 | Apartment For Sale,C5078255,for sale,Residential Apartment,6,20210107,,,"668,000",1,1,1,600-699,W,None,None,445,"Client Remks:The Building &amp; Location Is Iconic Itself In Downtown Core. West View Facing Bay St. Bright With Fabulous Layout Spreading 648 Sft. Ideal For Small Family. This 1 Bedroom +Separate Den Can Be Used As Room. Has Luxury Finishes Throughout, Including Hardwood Floors, Milano Fulger Cooktop And Built In Oven, Blomberg Appliances And A Marble Bathroom. Close To World Class Hospitals, Universities, Offices, Transit, Financial District, Restaurants, Top Of The Line Appliances,Cook Top B/I Oven ,Fridge,Dishwasher,Washer,Dryer,Luxiury Ammenities,Out Doorpoolgym.24 Hours Conceirge""",https://www.realmaster.com/en/toronto-on/955-bay-st-w/617-bay-street-corridor-TRBC5078255?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=68,"617 955 Bay St W, Toronto, Ontario, M5S2A2"
1854,170 Sumach St 805 | Apartment For Sale,C5076965,for sale,Residential Apartment,8,20210106,,,"399,000",0,1,0,0-499,Se,None,Owned,315.79,"One Park Place Built By Daniels Located Across From The 6 Acre Community Park &amp; New Aquatic Centre! Fantastic Bright South View!!! Features &amp; Upgrades Include: 9' Ceiling, Laminate Flr Thru-Out, Modern Kitchen W Quartz Counters. Stainless Steel Appliances. Close To Dvp, Eaton Centre, U Of T, Ryerson University, Ttc At Doorstep. Million Dollar Facilities: Basketball &amp; Squash Courts, Gym, Steam Rm, Home Theatre, Party Rm, Huge Rooftop Terrace With Bbqs. Fridge; Stove; B/I D/W; Washer; Dryer, All Window Coverings Included (Living Room Lamp Not Included)""",https://www.realmaster.com/en/toronto-on/170-sumach-st/805-regent-park-TRBC5076965?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=68,"805 170 Sumach St, Toronto, Ontario, M5A0C3"
1855,152 St Patrick St Ph9 | Apartment For Sale,C5073170,for sale,Residential Apartment,14,20210101,,,"1,549,000",2,3,1,2000-2249,Ne,Owned,Exclusive,1679.83,"Spanning Over 2000 Interior Square Feet, This Unparalleled Corner Penthouse Offers Superior Scale And An Exceptional 500Sqft Terrace With Iconic Views. Unbeatable Location - Steps To Ago, Hospitals &amp; Financial District! Living &amp; Dining Rooms Are An Entertainers Dream. Enclosed Kitchen. Sleeping Quarters Boast Two Well-Proportioned Bedrooms. Two Rare Skylights Offer An Abundance Of Light. Suite Includes Rare Separately Deeded Third Floor Office/Private Room! Includes. Fridge, Oven, Cooktop, Microwave, Range Hood, Dishwasher, Washer &amp; Dryer, Lighting &amp; Window Coverings, Custom Millwork, Planters &amp; Patio Furniture, Parking &amp; Oversized Private Locker Room Next To Parking! Excl. Din. Fixture.""",https://www.realmaster.com/en/toronto-on/152-st-patrick-st/ph9-kensington-chinatown-TRBC5073170?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=68,"Ph9 152 St Patrick St, Toronto, Ontario, M5T1V1"
1856,5 Sheppard Ave E 3022 | Apartment For Sale,C5068613,for sale,Residential Apartment,15,20201219,,,"888,888",2,2,0,800-899,N,Owned,Owned,653.42,"Luxury &amp; Spacious 2 Bedroom Unit At Tridel Hullmark Centre. Direct Indoor Access To Yonge/Sheppard Subway Lines. Breathtaking Panoramic View, 9 Ft Ceilings, Split Bedrooms Layout, Laminate Floors Throughout. Modern Kitchen With S/S Integrated Appliances, Backsplash &amp; Granite Counter Top. One Parking And One Locker Included. Indoor Access To Whole Food Store, Mins To Dvp, Hwy 401 And 404, Walk To Shopping, Restaurant &amp; Theatre. S/S Integrated Appliances: Fridge, Cook Top, Oven, Dishwasher Range Hood &amp; Microwave. Front Load Washer And Dryer. All Existing Elf's &amp; All Existing Window Coverings.""",https://www.realmaster.com/en/toronto-on/5-sheppard-ave-e/3022-willowdale-east-TRBC5068613?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=68,"3022 5 Sheppard Ave E, Toronto, Ontario, M2N0G4"
1857,5168 Yonge St 211 | Apartment For Sale,C5064319,for sale,Residential Apartment,4,20201212,,,"688,800",1,1,0,700-799,S,Owned56,Owned,403.06,"Menkes Condo At Gibson Sq. North Tower. Bright South Facing, 9Ft Ceiling.1 Br + Den. Modern Kitchen With Granite Counter. Open Balcony. Great Location. Direct Access To Subway Station. Walk To Shops, Restaurants, Cineplex, Library, Supermarket, And More. Great Building Amenities With An Indoor Swimming Pool, Gym... 1 Parking, And 1 Locker. (Locker And Unit Are On The Same Floor) Stove, Fridge, Built-In Dishwasher, Microwave, Washer, And Dryer.  All Existing Light Fixtures And Window Coverings""",https://www.realmaster.com/en/toronto-on/5168-yonge-st/211-willowdale-west-TRBC5064319?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=68,"211 5168 Yonge St, Toronto, Ontario, M2N0G1"
1858,188 Cumberland St 1111 | Apartment For Sale,C5055704,for sale,Residential Apartment,11,20201203,,,"688,800",1,1,1,500-599,W,None,None,416.86,"Ideally Located In The Prime Yorkville Community. Sunny West Facing Unit, Brand New Never Lived In, Very Functional Layout Approx. 505 Sft., Living And Dining Room With Modern Open Concept Kitchen, Master Bed With Double Mirrored Closet. Separate Open Concept Den Ideal For Office/Library, A Perfect Concept To Work From Home. Good Size Bath With Soaking Tub. Bright Floor To Ceiling Windows With Laminate Flooring Throughout. Top Of The Line Appliances: Refrigerator, Built In Oven, Cook Top, Dishwasher, Washer &amp; Dryer. Designer Kitchen Cabinetry With Miele Appliances &amp; Stone Counter Tops. Steps To Toronto's Bloor Street - Yorkville Shopping District.""",https://www.realmaster.com/en/toronto-on/188-cumberland-st/1111-annex-TRBC5055704?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=68,"1111 188 Cumberland St, Toronto, Ontario, M5R2G3"
1859,55 Ann O'reilly Rd 4009 | Apartment For Sale,C5053652,for sale,Residential Apartment,40,20201201,,,"599,900",1,2,1,600-699,W,Owned5,None,382.63,"*Luxurious Condo By Tridel*Leed Gold Rating For The Alto At Atria Community, Save Energy Cost*Functional 1+1 Unit With 2 Washrooms*Well Maintained By Original Owner*Beautiful Unobstructed View*9' Ceilings*Open Concept With Modern Design*Laminate Flooring T/O*Convenient Location W/Transit Just At The Door Steps, Mins To Hwy 404 &amp; 401*Upscale Amenities With Exercise Room, Home Theater, Billard, Party Room, Swimming Pool, Library...Etc. Existing: Stainless Steel Appliances(Fridge, Stove, Built-In Dishwasher), Stacked Washer And Dryer, Window Coverings, Electric Light Fixtures, Window Coverings.""",https://www.realmaster.com/en/toronto-on/55-ann-oreilly-rd/4009-henry-farm-TRBC5053652?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=68,"4009 55 Ann O'reilly Rd, Toronto, Ontario, M2J0E1"
